datafield_id,dataset_id,data_category,data_type
fnd5_ytd_212_91_af_si,fundamental5,,MATRIX
fnd5_ytd_212_92_lpt_si,fundamental5,,MATRIX
fnd5_ytd_212_98_lpt_si,fundamental5,,MATRIX
fnd5_ytd_212_9_af_si,fundamental5,,MATRIX
fnd5_ytd_232_04_lpt_fc,fundamental5,,MATRIX
fnd5_ytd_232_05_lpt_fc,fundamental5,,MATRIX
fnd5_ytd_232_13_lpt_fc,fundamental5,,MATRIX
fnd5_ytd_232_15_lpt_fc,fundamental5,,MATRIX
fnd5_ytd_232_1_lpt_fc,fundamental5,,MATRIX
fnd5_ytd_232_21_lpt_fc,fundamental5,,MATRIX
fnd5_ytd_232_23_lpt_fc,fundamental5,,MATRIX
fnd5_ytd_232_24_lpt_fc,fundamental5,,MATRIX
fnd5_ytd_232_33_lpt_fc,fundamental5,,MATRIX
fnd5_ytd_232_35_lpt_fc,fundamental5,,MATRIX
fnd5_ytd_232_43_lpt_fc,fundamental5,,MATRIX
fnd5_ytd_232_52_lpt_fc,fundamental5,,MATRIX
fnd5_ytd_232_63_lpt_fc,fundamental5,,MATRIX
fnd5_ytd_232_74_lpt_fc,fundamental5,,MATRIX
fnd5_ytd_232_84_lpt_fc,fundamental5,,MATRIX
fnd5_ytd_232_88_lpt_fc,fundamental5,,MATRIX
fnd5_ytd_232_91_lpt_fc,fundamental5,,MATRIX
fnd5_ytd_232_98_lpt_fc,fundamental5,,MATRIX
fnd65_chinaa_sedol_52whigh,fundamental65,,MATRIX
fnd65_chinaa_sedol_60dsigma,fundamental65,,MATRIX
fnd65_chinaa_sedol_6351_rp,fundamental65,,MATRIX
fnd65_chinaa_sedol_actrtn12m,fundamental65,,MATRIX
fnd65_chinaa_sedol_actrtn18m,fundamental65,,MATRIX
fnd65_chinaa_sedol_actrtn1m,fundamental65,,MATRIX
fnd65_chinaa_sedol_actrtn24m,fundamental65,,MATRIX
fnd65_chinaa_sedol_actrtn2m,fundamental65,,MATRIX
fnd65_chinaa_sedol_actrtn36m,fundamental65,,MATRIX
fnd65_chinaa_sedol_actrtn3m,fundamental65,,MATRIX
fnd65_chinaa_sedol_actrtn60m,fundamental65,,MATRIX
fnd65_chinaa_sedol_actrtn60m12lag,fundamental65,,MATRIX
fnd65_chinaa_sedol_actrtn6m,fundamental65,,MATRIX
fnd65_chinaa_sedol_actrtn9m,fundamental65,,MATRIX
fnd65_chinaa_sedol_ad,fundamental65,,MATRIX
fnd65_chinaa_sedol_adpmoc,fundamental65,,MATRIX
fnd65_chinaa_sedol_ags,fundamental65,,MATRIX
fnd65_chinaa_sedol_alpha60m,fundamental65,,MATRIX
fnd65_chinaa_sedol_altmanz,fundamental65,,MATRIX
fnd65_chinaa_sedol_aoer,fundamental65,,MATRIX
fnd65_chinaa_sedol_aor,fundamental65,,MATRIX
fnd65_chinaa_sedol_apemtt,fundamental65,,MATRIX
fnd65_chinaa_sedol_apg,fundamental65,,MATRIX
fnd65_chinaa_sedol_apgghcy1_,fundamental65,,MATRIX
fnd65_chinaa_sedol_apgghcy3_,fundamental65,,MATRIX
fnd65_chinaa_sedol_apsales,fundamental65,,MATRIX
fnd65_chinaa_sedol_aspanratio,fundamental65,,MATRIX
fnd65_chinaa_sedol_aspemtty3gc,fundamental65,,MATRIX
fnd65_chinaa_sedol_astcomp,fundamental65,,MATRIX
fnd65_chinaa_sedol_astto,fundamental65,,MATRIX
fnd65_chinaa_sedol_avg10yep,fundamental65,,MATRIX
fnd65_chinaa_sedol_beta,fundamental65,,MATRIX
fnd65_chinaa_sedol_betasigma,fundamental65,,MATRIX
fnd65_chinaa_sedol_bmpo,fundamental65,,MATRIX
fnd65_chinaa_sedol_booklev,fundamental65,,MATRIX
fnd65_chinaa_sedol_bpemtt,fundamental65,,MATRIX
fnd65_chinaa_sedol_capacq,fundamental65,,MATRIX
fnd65_chinaa_sedol_capexast,fundamental65,,MATRIX
fnd65_chinaa_sedol_capexdeplink,fundamental65,,MATRIX
fnd65_chinaa_sedol_capexsale,fundamental65,,MATRIX
fnd65_chinaa_sedol_cashburnrate,fundamental65,,MATRIX
fnd65_chinaa_sedol_cashc,fundamental65,,MATRIX
fnd65_chinaa_sedol_cashp,fundamental65,,MATRIX
fnd65_chinaa_sedol_cashratio,fundamental65,,MATRIX
fnd65_chinaa_sedol_cashsale,fundamental65,,MATRIX
fnd65_chinaa_sedol_cashsev,fundamental65,,MATRIX
fnd65_chinaa_sedol_ccacw,fundamental65,,MATRIX
fnd65_chinaa_sedol_ceroe,fundamental65,,MATRIX
fnd65_chinaa_sedol_cfita,fundamental65,,MATRIX
fnd65_chinaa_sedol_cfleverage,fundamental65,,MATRIX
fnd65_chinaa_sedol_cfroi,fundamental65,,MATRIX
fnd65_chinaa_sedol_cg3yroic,fundamental65,,MATRIX
fnd65_chinaa_sedol_cg3ysales,fundamental65,,MATRIX
fnd65_chinaa_sedol_chg12mtotdebt,fundamental65,,MATRIX
fnd65_chinaa_sedol_chg3ycfast,fundamental65,,MATRIX
fnd65_chinaa_sedol_chg3yepsast,fundamental65,,MATRIX
fnd65_chinaa_sedol_chg3yepsp,fundamental65,,MATRIX
fnd65_chinaa_sedol_chg3yfcfast,fundamental65,,MATRIX
fnd65_chinaa_sedol_chg3yocfast,fundamental65,,MATRIX
fnd65_chinaa_sedol_chg6malpha18m,fundamental65,,MATRIX
fnd65_chinaa_sedol_chgalpha12m,fundamental65,,MATRIX
fnd65_chinaa_sedol_chgalpha36m,fundamental65,,MATRIX
fnd65_chinaa_sedol_chgars,fundamental65,,MATRIX
fnd65_chinaa_sedol_chginvavgast,fundamental65,,MATRIX
fnd65_chinaa_sedol_chgnoa,fundamental65,,MATRIX
fnd65_chinaa_sedol_chgollev,fundamental65,,MATRIX
fnd65_chinaa_sedol_chgqtrepssurp,fundamental65,,MATRIX
fnd65_chinaa_sedol_chgreccast,fundamental65,,MATRIX
fnd65_chinaa_sedol_chgsgasale,fundamental65,,MATRIX
fnd65_chinaa_sedol_chgvolpre4y,fundamental65,,MATRIX
fnd65_chinaa_sedol_cogsinvt,fundamental65,,MATRIX
fnd65_chinaa_sedol_coreepsp,fundamental65,,MATRIX
fnd65_chinaa_sedol_covol,fundamental65,,MATRIX
fnd65_chinaa_sedol_cpgspea2y,fundamental65,,MATRIX
fnd65_chinaa_sedol_curindbp_,fundamental65,,MATRIX
fnd65_chinaa_sedol_curindcfp_,fundamental65,,MATRIX
fnd65_chinaa_sedol_curinddivp_,fundamental65,,MATRIX
fnd65_chinaa_sedol_curindebitdap_,fundamental65,,MATRIX
fnd65_chinaa_sedol_curindep_,fundamental65,,MATRIX
fnd65_chinaa_sedol_curindfcfp_,fundamental65,,MATRIX
fnd65_chinaa_sedol_curindocfp_,fundamental65,,MATRIX
fnd65_chinaa_sedol_curindocfta_,fundamental65,,MATRIX
fnd65_chinaa_sedol_curindsp_,fundamental65,,MATRIX
fnd65_chinaa_sedol_curratio,fundamental65,,MATRIX
fnd65_chinaa_sedol_cvvolp20d,fundamental65,,MATRIX
fnd65_chinaa_sedol_cws,fundamental65,,MATRIX
fnd65_chinaa_sedol_d41isr,fundamental65,,MATRIX
fnd65_chinaa_sedol_dcc,fundamental65,,MATRIX
fnd65_chinaa_sedol_debtcf,fundamental65,,MATRIX
fnd65_chinaa_sedol_debtmktcap,fundamental65,,MATRIX
fnd65_chinaa_sedol_div5yg,fundamental65,,MATRIX
fnd65_chinaa_sedol_divcf,fundamental65,,MATRIX
fnd65_chinaa_sedol_divcov,fundamental65,,MATRIX
fnd65_chinaa_sedol_divgp,fundamental65,,MATRIX
fnd65_chinaa_sedol_divyield,fundamental65,,MATRIX
fnd65_chinaa_sedol_dpcapex,fundamental65,,MATRIX
fnd65_chinaa_sedol_dsu,fundamental65,,MATRIX
fnd65_chinaa_sedol_dtsm1_rd,fundamental65,,MATRIX
fnd65_chinaa_sedol_earningstorpedo,fundamental65,,MATRIX
fnd65_chinaa_sedol_earnshortfall,fundamental65,,MATRIX
fnd65_chinaa_sedol_ebitdadebt,fundamental65,,MATRIX
fnd65_chinaa_sedol_ebitdadebtchg,fundamental65,,MATRIX
fnd65_chinaa_sedol_ebitdaev,fundamental65,,MATRIX
fnd65_chinaa_sedol_ebitdap,fundamental65,,MATRIX
fnd65_chinaa_sedol_ed,fundamental65,,MATRIX
fnd65_chinaa_sedol_epschgetr,fundamental65,,MATRIX
fnd65_chinaa_sedol_equityto,fundamental65,,MATRIX
fnd65_chinaa_sedol_fc_curindfwdep_,fundamental65,,MATRIX
fnd65_chinaa_sedol_fc_dypeg,fundamental65,,MATRIX
fnd65_chinaa_sedol_fc_ebop,fundamental65,,MATRIX
fnd65_chinaa_sedol_fc_estep,fundamental65,,MATRIX
fnd65_chinaa_sedol_fc_fcfroey1p,fundamental65,,MATRIX
fnd65_chinaa_sedol_fc_fqsurstd,fundamental65,,MATRIX
fnd65_chinaa_sedol_fc_fwdroe,fundamental65,,MATRIX
fnd65_chinaa_sedol_fc_numest,fundamental65,,MATRIX
fnd65_chinaa_sedol_fc_numrevy1,fundamental65,,MATRIX
fnd65_chinaa_sedol_fc_rel5yfwdep,fundamental65,,MATRIX
fnd65_chinaa_sedol_fc_rev3y1,fundamental65,,MATRIX
fnd65_chinaa_sedol_fc_rev3y2,fundamental65,,MATRIX
fnd65_chinaa_sedol_fc_rev6,fundamental65,,MATRIX
fnd65_chinaa_sedol_fc_stdevfy1epsp,fundamental65,,MATRIX
fnd65_chinaa_sedol_fc_stdevfy2epsp,fundamental65,,MATRIX
fnd65_chinaa_sedol_fc_y2repsg,fundamental65,,MATRIX
fnd65_chinaa_sedol_fcfequity,fundamental65,,MATRIX
fnd65_chinaa_sedol_fcfghc,fundamental65,,MATRIX
fnd65_chinaa_sedol_fcfroi,fundamental65,,MATRIX
fnd65_chinaa_sedol_fcfsale,fundamental65,,MATRIX
fnd65_chinaa_sedol_fcfy3gc,fundamental65,,MATRIX
fnd65_chinaa_sedol_fcghc,fundamental65,,MATRIX
fnd65_chinaa_sedol_fcoghc,fundamental65,,MATRIX
fnd65_chinaa_sedol_fixastto,fundamental65,,MATRIX
fnd65_chinaa_sedol_flowratio,fundamental65,,MATRIX
fnd65_chinaa_sedol_fqsurstd60dlag,fundamental65,,MATRIX
fnd65_chinaa_sedol_fwdebitdaev,fundamental65,,MATRIX
fnd65_chinaa_sedol_gear,fundamental65,,MATRIX
fnd65_chinaa_sedol_grahamnum,fundamental65,,MATRIX
fnd65_chinaa_sedol_gspea2y_cf,fundamental65,,MATRIX
fnd65_chinaa_sedol_gtl,fundamental65,,MATRIX
fnd65_chinaa_sedol_ica,fundamental65,,MATRIX
fnd65_chinaa_sedol_idb,fundamental65,,MATRIX
fnd65_chinaa_sedol_indrelcroe_,fundamental65,,MATRIX
fnd65_chinaa_sedol_indrelrecd_,fundamental65,,MATRIX
fnd65_chinaa_sedol_indrelrtn4w_,fundamental65,,MATRIX
fnd65_chinaa_sedol_indrelrtn5d_,fundamental65,,MATRIX
fnd65_chinaa_sedol_inflation,fundamental65,,MATRIX
fnd65_chinaa_sedol_invast,fundamental65,,MATRIX
fnd65_chinaa_sedol_iqa,fundamental65,,MATRIX
fnd65_chinaa_sedol_irttmsalesev,fundamental65,,MATRIX
fnd65_chinaa_sedol_lagegp,fundamental65,,MATRIX
fnd65_chinaa_sedol_lfd,fundamental65,,MATRIX
fnd65_chinaa_sedol_liqcoeff,fundamental65,,MATRIX
fnd65_chinaa_sedol_lumqca,fundamental65,,MATRIX
fnd65_chinaa_sedol_m42rav,fundamental65,,MATRIX
fnd65_chinaa_sedol_m6dn2ntr,fundamental65,,MATRIX
fnd65_chinaa_sedol_md,fundamental65,,MATRIX
fnd65_chinaa_sedol_milliq,fundamental65,,MATRIX
fnd65_chinaa_sedol_mktcappera,fundamental65,,MATRIX
fnd65_chinaa_sedol_mktlev,fundamental65,,MATRIX
fnd65_chinaa_sedol_mpg,fundamental65,,MATRIX
fnd65_chinaa_sedol_mpgghcy3_,fundamental65,,MATRIX
fnd65_chinaa_sedol_mpgy3gc,fundamental65,,MATRIX
fnd65_chinaa_sedol_mpn,fundamental65,,MATRIX
fnd65_chinaa_sedol_mpnghc,fundamental65,,MATRIX
fnd65_chinaa_sedol_mpoghc,fundamental65,,MATRIX
fnd65_chinaa_sedol_mpoy3gc,fundamental65,,MATRIX
fnd65_chinaa_sedol_mrspe_cf,fundamental65,,MATRIX
fnd65_chinaa_sedol_netcashp,fundamental65,,MATRIX
fnd65_chinaa_sedol_netdebt,fundamental65,,MATRIX
fnd65_chinaa_sedol_netdebtebitda,fundamental65,,MATRIX
fnd65_chinaa_sedol_nfaldebt,fundamental65,,MATRIX
fnd65_chinaa_sedol_niper,fundamental65,,MATRIX
fnd65_chinaa_sedol_nla_u,fundamental65,,MATRIX
fnd65_chinaa_sedol_nlassets,fundamental65,,MATRIX
fnd65_chinaa_sedol_nlmc,fundamental65,,MATRIX
fnd65_chinaa_sedol_nlmc_u,fundamental65,,MATRIX
fnd65_chinaa_sedol_nlprice,fundamental65,,MATRIX
fnd65_chinaa_sedol_nlprice_usd,fundamental65,,MATRIX
fnd65_chinaa_sedol_nlsales,fundamental65,,MATRIX
fnd65_chinaa_sedol_nlsales_usd,fundamental65,,MATRIX
fnd65_chinaa_sedol_nlvolcap,fundamental65,,MATRIX
fnd65_chinaa_sedol_nnastp,fundamental65,,MATRIX
fnd65_chinaa_sedol_noato,fundamental65,,MATRIX
fnd65_chinaa_sedol_nopatmargin,fundamental65,,MATRIX
fnd65_chinaa_sedol_ntrm01ff,fundamental65,,MATRIX
fnd65_chinaa_sedol_numrevy2,fundamental65,,MATRIX
fnd65_chinaa_sedol_ocfast,fundamental65,,MATRIX
fnd65_chinaa_sedol_ocfmargin,fundamental65,,MATRIX
fnd65_chinaa_sedol_ocfratio,fundamental65,,MATRIX
fnd65_chinaa_sedol_ocfroi,fundamental65,,MATRIX
fnd65_chinaa_sedol_ohlsonscore,fundamental65,,MATRIX
fnd65_chinaa_sedol_oilprice,fundamental65,,MATRIX
fnd65_chinaa_sedol_ollev,fundamental65,,MATRIX
fnd65_chinaa_sedol_opincltd,fundamental65,,MATRIX
fnd65_chinaa_sedol_oplev,fundamental65,,MATRIX
fnd65_chinaa_sedol_otvni,fundamental65,,MATRIX
fnd65_chinaa_sedol_p50_200ratio,fundamental65,,MATRIX
fnd65_chinaa_sedol_past,fundamental65,,MATRIX
fnd65_chinaa_sedol_pau,fundamental65,,MATRIX
fnd65_chinaa_sedol_pb,fundamental65,,MATRIX
fnd65_chinaa_sedol_pbdwf,fundamental65,,MATRIX
fnd65_chinaa_sedol_pbroeresidual,fundamental65,,MATRIX
fnd65_chinaa_sedol_pbwt,fundamental65,,MATRIX
fnd65_chinaa_sedol_pca,fundamental65,,MATRIX
fnd65_chinaa_sedol_pcdwf,fundamental65,,MATRIX
fnd65_chinaa_sedol_pctabv260low,fundamental65,,MATRIX
fnd65_chinaa_sedol_pctchg3ycf,fundamental65,,MATRIX
fnd65_chinaa_sedol_pctchg3yeps,fundamental65,,MATRIX
fnd65_chinaa_sedol_pctchg3yfcf,fundamental65,,MATRIX
fnd65_chinaa_sedol_pctchg3yocf,fundamental65,,MATRIX
fnd65_chinaa_sedol_pctchgastto,fundamental65,,MATRIX
fnd65_chinaa_sedol_pctchgcf,fundamental65,,MATRIX
fnd65_chinaa_sedol_pctchgeps,fundamental65,,MATRIX
fnd65_chinaa_sedol_pctchgfcf,fundamental65,,MATRIX
fnd65_chinaa_sedol_pctchgocf,fundamental65,,MATRIX
fnd65_chinaa_sedol_pctchgqtrast,fundamental65,,MATRIX
fnd65_chinaa_sedol_pctchgqtrsales,fundamental65,,MATRIX
fnd65_chinaa_sedol_pcurlia,fundamental65,,MATRIX
fnd65_chinaa_sedol_pcwt,fundamental65,,MATRIX
fnd65_chinaa_sedol_pd09erpvc,fundamental65,,MATRIX
fnd65_chinaa_sedol_pe_wt,fundamental65,,MATRIX
fnd65_chinaa_sedol_pedu,fundamental65,,MATRIX
fnd65_chinaa_sedol_pedwf_cf,fundamental65,,MATRIX
fnd65_chinaa_sedol_pelh_cf,fundamental65,,MATRIX
fnd65_chinaa_sedol_perg,fundamental65,,MATRIX
fnd65_chinaa_sedol_pfcf_cf,fundamental65,,MATRIX
fnd65_chinaa_sedol_pfcfghc,fundamental65,,MATRIX
fnd65_chinaa_sedol_pfcfmtt,fundamental65,,MATRIX
fnd65_chinaa_sedol_pfcfy3ghc,fundamental65,,MATRIX
fnd65_chinaa_sedol_pfcghc,fundamental65,,MATRIX
fnd65_chinaa_sedol_pfcmtt,fundamental65,,MATRIX
fnd65_chinaa_sedol_pfcoghc,fundamental65,,MATRIX
fnd65_chinaa_sedol_pfcomtt,fundamental65,,MATRIX
fnd65_chinaa_sedol_pfcoy3ghc,fundamental65,,MATRIX
fnd65_chinaa_sedol_pfcy3ghc,fundamental65,,MATRIX
fnd65_chinaa_sedol_pfgmtt,fundamental65,,MATRIX
fnd65_chinaa_sedol_pge_cf,fundamental65,,MATRIX
fnd65_chinaa_sedol_pi,fundamental65,,MATRIX
fnd65_chinaa_sedol_pinoa,fundamental65,,MATRIX
fnd65_chinaa_sedol_ppa,fundamental65,,MATRIX
fnd65_chinaa_sedol_pqipmtt,fundamental65,,MATRIX
fnd65_chinaa_sedol_prc,fundamental65,,MATRIX
fnd65_chinaa_sedol_ps_wt,fundamental65,,MATRIX
fnd65_chinaa_sedol_psdwf,fundamental65,,MATRIX
fnd65_chinaa_sedol_psmtt,fundamental65,,MATRIX
fnd65_chinaa_sedol_pspeghc,fundamental65,,MATRIX
fnd65_chinaa_sedol_pu,fundamental65,,MATRIX
fnd65_chinaa_sedol_pvan,fundamental65,,MATRIX
fnd65_chinaa_sedol_rationalalpha,fundamental65,,MATRIX
fnd65_chinaa_sedol_ratrev6m,fundamental65,,MATRIX
fnd65_chinaa_sedol_rau,fundamental65,,MATRIX
fnd65_chinaa_sedol_rdsale,fundamental65,,MATRIX
fnd65_chinaa_sedol_reinrate,fundamental65,,MATRIX
fnd65_chinaa_sedol_rel5ybp,fundamental65,,MATRIX
fnd65_chinaa_sedol_rel5ycfp,fundamental65,,MATRIX
fnd65_chinaa_sedol_rel5ydivp,fundamental65,,MATRIX
fnd65_chinaa_sedol_rel5yebitdap,fundamental65,,MATRIX
fnd65_chinaa_sedol_rel5yep,fundamental65,,MATRIX
fnd65_chinaa_sedol_rel5yfcfp,fundamental65,,MATRIX
fnd65_chinaa_sedol_rel5yocfp,fundamental65,,MATRIX
fnd65_chinaa_sedol_rel5ysp,fundamental65,,MATRIX
fnd65_chinaa_sedol_relpricestrength_,fundamental65,,MATRIX
fnd65_chinaa_sedol_rerror60m,fundamental65,,MATRIX
fnd65_chinaa_sedol_rev3my1std,fundamental65,,MATRIX
fnd65_chinaa_sedol_rev3my2std,fundamental65,,MATRIX
fnd65_chinaa_sedol_rev6fy2,fundamental65,,MATRIX
fnd65_chinaa_sedol_revper,fundamental65,,MATRIX
fnd65_chinaa_sedol_roe,fundamental65,,MATRIX
fnd65_chinaa_sedol_roic,fundamental65,,MATRIX
fnd65_chinaa_sedol_rp,fundamental65,,MATRIX
fnd65_chinaa_sedol_rq,fundamental65,,MATRIX
fnd65_chinaa_sedol_rqi_rd,fundamental65,,MATRIX
fnd65_chinaa_sedol_saleeps,fundamental65,,MATRIX
fnd65_chinaa_sedol_saleg5y,fundamental65,,MATRIX
fnd65_chinaa_sedol_salegpm,fundamental65,,MATRIX
fnd65_chinaa_sedol_salerec,fundamental65,,MATRIX
fnd65_chinaa_sedol_sh,fundamental65,,MATRIX
fnd65_chinaa_sedol_sharechg,fundamental65,,MATRIX
fnd65_chinaa_sedol_sighc,fundamental65,,MATRIX
fnd65_chinaa_sedol_sigma,fundamental65,,MATRIX
fnd65_chinaa_sedol_skew90cortn,fundamental65,,MATRIX
fnd65_chinaa_sedol_skew90drtn,fundamental65,,MATRIX
fnd65_chinaa_sedol_slope4qeps5y,fundamental65,,MATRIX
fnd65_chinaa_sedol_slope52wp,fundamental65,,MATRIX
fnd65_chinaa_sedol_slope66wp,fundamental65,,MATRIX
fnd65_chinaa_sedol_spe1yfvc_cf,fundamental65,,MATRIX
fnd65_chinaa_sedol_spe2yfvc_cf,fundamental65,,MATRIX
fnd65_chinaa_sedol_spefcn,fundamental65,,MATRIX
fnd65_chinaa_sedol_speghc,fundamental65,,MATRIX
fnd65_chinaa_sedol_stockrating,fundamental65,,MATRIX
fnd65_chinaa_sedol_surp,fundamental65,,MATRIX
fnd65_chinaa_sedol_susgrowth,fundamental65,,MATRIX
fnd65_chinaa_sedol_tobinq,fundamental65,,MATRIX
fnd65_chinaa_sedol_totalcov,fundamental65,,MATRIX
fnd65_chinaa_sedol_totalsaleg,fundamental65,,MATRIX
fnd65_chinaa_sedol_tstalp,fundamental65,,MATRIX
fnd65_chinaa_sedol_ttmaccu,fundamental65,,MATRIX
fnd65_chinaa_sedol_ttmcapexp,fundamental65,,MATRIX
fnd65_chinaa_sedol_ttmopincev,fundamental65,,MATRIX
fnd65_chinaa_sedol_ttmsaleev,fundamental65,,MATRIX
fnd65_chinaa_sedol_tw_ebitdaev,fundamental65,,MATRIX
fnd65_chinaa_sedol_twepsrev,fundamental65,,MATRIX
fnd65_chinaa_sedol_twepsstdrev,fundamental65,,MATRIX
fnd65_chinaa_sedol_varresirtn,fundamental65,,MATRIX
fnd65_chinaa_sedol_vefcfmtt,fundamental65,,MATRIX
fnd65_chinaa_sedol_vefcomtt,fundamental65,,MATRIX
fnd65_chinaa_sedol_vesspem21f_cf,fundamental65,,MATRIX
fnd65_chinaa_sedol_visiratio,fundamental65,,MATRIX
fnd65_chinaa_sedol_vnicw,fundamental65,,MATRIX
fnd65_chinaa_sedol_vniu,fundamental65,,MATRIX
fnd65_chinaa_sedol_voctni,fundamental65,,MATRIX
fnd65_chinaa_sedol_volpre6m,fundamental65,,MATRIX
fnd65_chinaa_sedol_volto,fundamental65,,MATRIX
fnd65_chinaa_sedol_w57w03_rp,fundamental65,,MATRIX
fnd65_chinaa_sedol_w62isr,fundamental65,,MATRIX
fnd65_chinaa_sedol_w93ntr,fundamental65,,MATRIX
fnd65_chinaa_sedol_wcast,fundamental65,,MATRIX
fnd65_chinaa_sedol_xiv,fundamental65,,MATRIX
fnd65_chinaa_sedol_y5speq4rqsr,fundamental65,,MATRIX
fnd65_chinaa_sedol_y5speq4vc,fundamental65,,MATRIX
fnd65_chinaa_sedol_ydp_cf,fundamental65,,MATRIX
fnd65_chinaa_sedol_yen,fundamental65,,MATRIX
fnd65_chinaa_sedol_yieldsprd,fundamental65,,MATRIX
fnd65_chinaa_sedol_yoychgaa,fundamental65,,MATRIX
fnd65_chinaa_sedol_yoychgcr,fundamental65,,MATRIX
fnd65_chinaa_sedol_yoychgda,fundamental65,,MATRIX
fnd65_chinaa_sedol_yoychggpm,fundamental65,,MATRIX
fnd65_chinaa_sedol_yoychgroa,fundamental65,,MATRIX
fnd65_chinaa_sedol_yoychgroeart,fundamental65,,MATRIX
fnd65_chinaa_sedol_yoychgroepct,fundamental65,,MATRIX
fnd6_accdq,fundamental6,,MATRIX
fnd6_accli,fundamental6,,MATRIX
fnd6_aco,fundamental6,,MATRIX
fnd6_acox,fundamental6,,MATRIX
fnd6_acoxq,fundamental6,,MATRIX
fnd6_act,fundamental6,,MATRIX
fnd6_adesinda_curcd,fundamental6,,MATRIX
fnd6_am,fundamental6,,MATRIX
fnd6_amq,fundamental6,,MATRIX
fnd6_amsa,fundamental6,,MATRIX
fnd6_amy,fundamental6,,MATRIX
fnd6_ancq,fundamental6,,MATRIX
fnd6_ao,fundamental6,,MATRIX
fnd6_aoloch,fundamental6,,MATRIX
fnd6_aolochy,fundamental6,,MATRIX
fnd6_aoq,fundamental6,,MATRIX
fnd6_aox,fundamental6,,MATRIX
fnd6_ap,fundamental6,,MATRIX
fnd6_apch,fundamental6,,MATRIX
fnd6_apchy,fundamental6,,MATRIX
fnd6_apoq,fundamental6,,MATRIX
fnd6_aqc,fundamental6,,MATRIX
fnd6_at,fundamental6,,MATRIX
fnd6_atoch,fundamental6,,MATRIX
fnd6_caps,fundamental6,,MATRIX
fnd6_capsq,fundamental6,,MATRIX
fnd6_capxy,fundamental6,,MATRIX
fnd6_ceq,fundamental6,,MATRIX
fnd6_ch,fundamental6,,MATRIX
fnd6_che,fundamental6,,MATRIX
fnd6_chechy,fundamental6,,MATRIX
fnd6_cogs,fundamental6,,MATRIX
fnd6_cogssa,fundamental6,,MATRIX
fnd6_cogsy,fundamental6,,MATRIX
fnd6_cstk,fundamental6,,MATRIX
fnd6_cstkq,fundamental6,,MATRIX
fnd6_custadv,fundamental6,,MATRIX
fnd6_dbtb,fundamental6,,MATRIX
fnd6_dbte,fundamental6,,MATRIX
fnd6_dc,fundamental6,,MATRIX
fnd6_dd1,fundamental6,,MATRIX
fnd6_dfxa,fundamental6,,MATRIX
fnd6_dfxaq,fundamental6,,MATRIX
fnd6_dfxasa,fundamental6,,MATRIX
fnd6_dfxay,fundamental6,,MATRIX
fnd6_dlc,fundamental6,,MATRIX
fnd6_dltt,fundamental6,,MATRIX
fnd6_dp,fundamental6,,MATRIX
fnd6_dpact,fundamental6,,MATRIX
fnd6_dpactq,fundamental6,,MATRIX
fnd6_dpc,fundamental6,,MATRIX
fnd6_dpcy,fundamental6,,MATRIX
fnd6_dpsa,fundamental6,,MATRIX
fnd6_dpy,fundamental6,,MATRIX
fnd6_dvc,fundamental6,,MATRIX
fnd6_dvp,fundamental6,,MATRIX
fnd6_dvt,fundamental6,,MATRIX
fnd6_dvtq,fundamental6,,MATRIX
fnd6_dvtsa,fundamental6,,MATRIX
fnd6_dvty,fundamental6,,MATRIX
fnd6_dvy,fundamental6,,MATRIX
fnd6_eieac,fundamental6,,MATRIX
fnd6_eqrtq,fundamental6,,MATRIX
fnd6_ero,fundamental6,,MATRIX
fnd6_eroq,fundamental6,,MATRIX
fnd6_exre,fundamental6,,MATRIX
fnd6_exrey,fundamental6,,MATRIX
fnd6_fca,fundamental6,,MATRIX
fnd6_fiao,fundamental6,,MATRIX
fnd6_fiaoy,fundamental6,,MATRIX
fnd6_fincfy,fundamental6,,MATRIX
fnd6_fopo,fundamental6,,MATRIX
fnd6_fopoy,fundamental6,,MATRIX
fnd6_gdwl,fundamental6,,MATRIX
fnd6_gpq,fundamental6,,MATRIX
fnd6_gpsa,fundamental6,,MATRIX
fnd6_gpy,fundamental6,,MATRIX
fnd6_ib,fundamental6,,MATRIX
fnd6_ibc,fundamental6,,MATRIX
fnd6_ibcy,fundamental6,,MATRIX
fnd6_ibmiiq,fundamental6,,MATRIX
fnd6_ibmiisa,fundamental6,,MATRIX
fnd6_ibmiiy,fundamental6,,MATRIX
fnd6_ibsa,fundamental6,,MATRIX
fnd6_iby,fundamental6,,MATRIX
fnd6_icapt,fundamental6,,MATRIX
fnd6_idesindq_curcd,fundamental6,,MATRIX
fnd6_idit,fundamental6,,MATRIX
fnd6_iditq,fundamental6,,MATRIX
fnd6_iditsa,fundamental6,,MATRIX
fnd6_idity,fundamental6,,MATRIX
fnd6_iitsa,fundamental6,,MATRIX
fnd6_intan,fundamental6,,MATRIX
fnd6_intanq,fundamental6,,MATRIX
fnd6_intiact,fundamental6,,MATRIX
fnd6_intiacty,fundamental6,,MATRIX
fnd6_intoact,fundamental6,,MATRIX
fnd6_intoacty,fundamental6,,MATRIX
fnd6_intpn,fundamental6,,MATRIX
fnd6_invchy,fundamental6,,MATRIX
fnd6_invfg,fundamental6,,MATRIX
fnd6_invo,fundamental6,,MATRIX
fnd6_invrm,fundamental6,,MATRIX
fnd6_invt,fundamental6,,MATRIX
